"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5"
"kit";-1,176;-1,102;-2,382;19,768;-0,598
"isentar";0,17;-1,676;-7,836;51,243;-8,655
"ineficaz";-0,5;-1,535;21,318;-1,486;-3,684
"igual";1,844;2,186;-1,15;-0,348;-0,404
"frisar";4,122;0,33;0,075;-0,575;-2,674
"feminino";-0,5;65,619;-7,494;-3,094;-2,075
"exordial";-0,17;0,071;-1,374;0,232;0,701
"exclusao";0;-2,399;-3,186;4,816;0,999
"etc";0,194;0,001;-7,381;12,091;-0,641
"encerramento";4,122;-4,571;-2,06;-4,708;11,368
"dotar";0;0,012;22,427;-2,679;-10,54
"dotacao";32,975;18,292;-8,86;-4,012;-9,786
"documentacao";67,574;-3,939;-8,518;-0,18;-2,957
"distrital";-0,945;3,943;-4,303;11,995;-3,263
"distanciamento";-4,879;-4,571;-9,884;121,145;-10,918
"digno";-0,305;31,671;-1,823;-1,34;-2,397
"despeito";0,194;7,53;-3,469;-2,888;0,754
"descumprir";-4,879;7,53;-2,06;6,431;-1,484
"del";58,519;0,124;-3,994;-3,781;-6,854
"correa";-1,176;-1,102;0,038;-0,115;3,141
"contribuir";9,548;0,001;-5,242;9,04;-8,334
"conceito";-1,067;33,723;0,004;-6,49;-2,127
"compatibilidade";-4,71;-0,993;2,865;-6,731;9,75
"coadunar";-4,542;-2,252;51,097;-6,49;-3,575
"calamidade";-0,17;68,67;-8,86;0;-9,786
"cair";-0,023;-0,008;-0,701;1,69;-0,021
"abertura";0,499;3,943;-6,378;-0,262;0,701
"sucessivo";-2,503;-0,142;-6,711;-6,49;39,998
"sublinhar";2,574;-0,993;-3,186;2,943;-0,075
"sousa";-1,176;5,108;-0,455;0,382;-0,598
"sindroma";-1,344;-1,259;-2,722;33,367;-3,007
"significativo";-2,346;-4,097;-8,86;71,112;-3,263
"saida";2,631;1,143;-3,74;4,41;-4,296
"ricardo";-0,725;13,989;-2,776;-3,602;1,219
"reabertura";-2,503;-4,255;-9,201;75,148;-3,575
"postura";-4,373;6,546;-0,52;2,178;-0,856
"politica_publica";-0,305;0,012;-1,823;16,893;-3,892
"patente";-2,66;-0,993;-4,927;-1,34;27,515
"onus";-0,234;-4,255;7,406;-1,176;0,073
"norte";-4,373;-0,093;-8,86;71,112;-7,223
"mendes";7,269;-1,889;3,845;-2,881;-2,178
"mato_grosso";-1,43;-1,259;-6,812;39,754;-1,528
"logicar";0;-0,198;-1,823;0,574;0,999
"lide";-4,71;-4,413;67,461;-6,731;-5,747
"lembrar";-0,234;1,716;-1,594;7,934;-3,575
"insurgir";-2,19;-1,962;2,827;-6,009;7,693
"inelegivel";-2,66;-4,413;-7,046;-6,731;60,733
"futebol";-4,205;-3,939;-8,518;104,404;-9,409
"frente";0,377;-2,252;-6,711;22,729;-1,053
"formalizar";0,277;-2,399;-3,186;-4,475;19,327
"esforco";0,277;0,435;-9,543;30,768;-7,964
"emergente";-4,542;-0,142;51,097;-4,243;-10,163
"direcionar";-1,067;1,716;-4,614;5,425;-0,026
"consolidar";0,004;-2,252;1,942;0,75;-1,053
"conjur";-2,503;-2,252;-9,201;83,841;-7,593
"comunicar";0,103;11,703;-8,177;1,485;-1,371
"comprobatorio";-0,305;-4,413;53,935;-4,475;-10,54
"comissivo";-2,503;0,559;13,009;-2,472;-2,127
"breve";0,103;-3,782;-5,712;0,034;11,659
"assistir";-3,531;0,533;-0,027;1,147;0,017
"apropriado";-0,945;-0,772;0,4;19,867;-9,786
"aluno";-4,036;-1,818;-8,177;90,133;-9,032
"aguar";9,615;-0,296;-4,721;-0,001;0,017
"acompanhamento";0,377;3,505;-6,711;1,833;-0,352
"vicio";-2,503;-0,142;-0,672;-1,176;10,875
"vedado";3,333;23,52;-8,86;-6,249;-0,002
"tutelar";-2,346;-0,772;22,015;-4,012;-0,856
"seriar";-0,17;6,546;-6,378;6,099;-1,866
"refinanciamento";147,516;-4,255;-9,201;-6,49;-7,593
"recusar";-3,531;1,87;0,703;1,147;-1,797
"prestador";18,886;-0,296;-0,445;-0,001;-5,386
"preocupacao";-1,067;3,505;-2,908;10,919;-3,575
"preferencia";-2,19;0,124;-6,045;44,496;-6,854
"pi";-0,033;-3,624;0,006;-5,527;13,073
"pensamento";-4,373;111,896;-6,378;-6,249;-3,263
"patrimonial";-1,882;61,466;-5,381;0,084;-8,655
"padrao";19,332;1,074;-8,177;3,013;-9,032
"pacto";1,603;29,405;-4,303;-1,018;-5,049
"outorgar";0,022;1,996;-6,378;-1,018;4,661
"objetivar";1,603;-2,106;-1,374;-1,018;4,661
"multiplo";-4,205;-1,962;4,586;-0,18;0,953
"modelo";0,004;-0,142;16,398;-2,472;-5,397
"mercadoria";6,667;-0,472;-1,021;-0,72;0,055
"massa";0,004;-2,252;-2,908;45,133;-10,163
"iptu";78,34;-0,881;-0,672;-6,49;-10,163
"intermedio";16,514;-0,772;-8,86;6,099;-3,263
"interferencia";4,828;8,81;-3,386;0,084;-6,118
"incorrer";-1,067;16,981;-2,908;-2,472;0,495
"imbuhy";1,603;-4,097;31,295;-6,249;-7,223
"igualitario";-0,234;-0,881;-4,614;51,923;-10,163
"higidez";-4,542;0,035;-0,142;-0,012;4,002
"frequencia";-2,346;35,945;-8,86;8,8;-9,786
"flagrante";-4,542;12,664;10,012;-6,49;-3,575
"exarar";-3,362;-0,22;-0,002;-4,805;14,335
"esvaziar";-2,346;0,071;11,147;-6,249;-0,002
"embasar";-0,115;-0,667;0,58;-0,18;0,278
"efetivar";1,354;1,716;-0,672;0,143;-2,127
"doutrinar";-4,542;-4,255;51,097;-6,49;-2,127
"dominio";2,979;19,051;-0,082;-3,094;-8,278
"dificil";-4,373;-0,772;11,147;3,891;-7,223
"designar";1,354;-0,881;-9,201;-0,012;8,21
"desatender";-4,205;-3,939;65,96;-3,781;-9,409
"costa";1,102;8,061;-4,085;-0,055;-0,685
"contagiar";-4,373;-4,097;-8,86;108,588;-9,786
"constituinte";-2,035;40,983;-0,262;-3,551;-2,656
"consenso";-3,868;-1,676;-3,386;67,486;-8,655
"confundir";-0,234;16,981;-9,201;-4,243;4,002
"conflitante";-2,503;-4,255;57,621;-6,49;-5,397
"compromisso";-2,346;-0,093;-4,303;48,191;-7,223
"andamento";1,603;-2,106;-6,378;0,232;4,661
"administrador";-1,067;130,613;-9,201;-6,49;-7,593
"abrir";-0,234;0,559;-2,908;0,75;0,495
"xvi";0,022;6,546;5,937;-4,012;-7,223
"vocacionar";-4,373;-4,097;54,739;-4,012;-5,049
"tre";-4,205;-3,939;-3,994;-6,009;52,805
"stj";-1,882;-1,676;0,311;-5,527;13,073
"resp";-3,699;-3,466;-0,082;-5,286;27,713
"reservar";-0,17;1,996;0,033;-6,249;1,633
"regulacao";13,363;0,876;-1,163;-0,18;-4,704
"rediscussao";-4,373;-4,097;1,174;-6,249;19,027
"rcl";-2,016;-1,889;-0,001;-2,881;13,762
"piaui";16,828;-2,993;-4,065;-4,564;3,857
"pensar";-2,19;4,428;1,492;0,007;-2,957
"nepotismo";-2,19;-3,939;-8,518;-6,009;59,537
"missao";1,488;4,861;0,021;-0,742;-4,136
"mineral";117,697;-3,466;-5,05;-5,286;-8,278
"medicinal";-4,036;-1,818;-8,177;90,133;-9,032
"marcar";-2,19;-3,939;-6,045;17,112;2,033
"lv";-0,156;-0,11;-3,404;-2,401;13,997
"intuito";0,815;-0,566;3,368;-0,723;-1,371
"instruir";1,885;-0,667;-6,045;-2,067;10,387
"infantil";-3,868;-1,676;-5,381;76,445;-8,655
"industrial";19,332;-1,818;-5,712;10,808;-9,032
"inconformismo";-0,945;-2,106;-6,378;-6,249;43,098
"imagem";-0,713;11,703;-5,712;3,013;-1,371
"horario";11,888;-2,993;-6,471;6,315;-1,272
"forte";1,469;7,797;-3,095;-1,761;-0,043
"fortaleza";11,888;-2,993;-2,216;-4,564;3,857
"fechamento";-2,035;-1,818;-8,177;18,679;1,258
"fabricante";-4,373;-4,097;-8,86;108,588;-9,786
"excelso";-4,205;0,876;-0,383;-3,781;10,387
"elegibilidade";0,103;-1,818;-8,177;-5,768;32,573
"eduardo";-1,882;-0,47;-5,381;8,597;1,622
"delinear";-2,19;-1,962;12,401;-3,781;0,278
"condao";-0,17;-0,093;0,4;2,178;-1,866
"compra";-0,827;-3,939;-8,518;75,647;-6,854
"composicao";-0,069;-1,818;-8,177;3,013;6,237
"comerciar";22,822;-2,52;-5,448;6,113;-6,018
"comercial";17,294;1,566;-7,494;2,196;-8,278
"celso";-1,848;0,198;0,701;-2,641;1,826
"assembleia";-1,882;0,283;-7,836;-3,322;25,21
"antecipado";1,249;0,395;-3,087;0,161;0
"antecipacao";16,514;-2,106;-6,378;-1,018;1,633
"afetado";-0,17;0,071;3,942;0;-3,263
"afericao";0,103;-3,782;21,642;-1,869;-4,361
"advocacia";-3,362;0,701;-0,002;-4,805;7,738
"adquirir";-0,069;0,194;-5,712;34,498;-9,032
"adin";-2,857;-2,677;29,175;-1,978;-2,072
"xxxvi";-0,156;3,089;-3,74;-4,324;7,245
"vulnerabilidade";3,444;-1,396;-2,792;19,253;-7,901
"violencia";-0,5;65,619;-7,494;-0,461;-5,752
"variar";-0,827;4,428;-3,994;17,112;-6,854
"torno";-2,19;-0,667;9,373;-3,781;0,278
"temporal";0,17;-3,624;-5,381;-5,527;30,133
"telebras";1,102;-0,283;-1,843;-2,881;5,824
"tanger";-3,194;-1,124;0,009;0,592;2,099
"suma";3,778;-0,667;-0,383;0,347;-0,674
"sujeitar";0;15,34;-1,367;1,147;-7,901
"subsequente";-0,115;-1,962;-1,163;-3,781;16,987
"responsabilizacao";-2,19;54,194;-6,045;-0,18;-2,957
"republica_federativa_do_brasil";-2,035;111,832;-8,177;-5,768;-4,361
"representativo";-3,868;-3,624;19,308;1,815;-6,118
"reparacao";-0,115;-1,962;15,852;-3,781;-0,674
"relato";-3,699;-1,535;-5,05;13,267;2,054
"publicitar";-2,035;-0,566;-8,177;63,079;-6,486
"outorga";11,472;3,063;-3,386;-1,675;-1,141
"justificacao";-0,5;3,512;-0,603;-5,286;3,656
"justica_eleitoral";-2,19;-3,939;-2,367;-3,781;35,032
"inteiro";1,885;-1,962;-8,518;21,562;-1,613
"identidade";-0,604;8,81;-3,386;-5,527;4,886
"formalizacao";0,054;-3,939;0,091;-6,009;10,387
"formalidade";-0,156;-2,835;20,884;-4,324;-1,028
"expedicao";7,021;-1,818;-8,177;-5,768;15
"europeu";-1,882;-1,676;-7,836;67,486;-6,118
"domiciliar";10,447;0,194;-8,177;-0,723;0,44
"destinacao";26,858;-1,259;-4,392;3,144;-7,524
"cultura";6,923;11,895;-4,392;0,005;-7,524
"conmebol";-1,882;-3,624;-7,836;76,445;-6,118
"concretizar";-1,283;-2,993;4,858;0,592;-0,375
"conciliacao";87,639;-0,667;-2,367;-6,009;-9,409
"coletividade";-0,713;33,706;-8,177;5,077;-9,032
"coleta";28,808;14,874;-8,518;-2,067;-9,409
"colapso";-2,035;1,074;-8,177;47,719;-9,032
"caracterizacao";-0,604;-0,47;6,13;-3,322;0,113
"caracteristica";37,747;4,967;-8,177;-0,723;-9,032
"assistencial";66,355;-1,676;-5,381;-0,057;-8,655
"ar";-4,036;-3,782;-3,689;80,58;-9,032
"apurar";-0,069;11,703;-3,689;-1,869;0,44
"aplicabilidade";-4,036;-3,782;-3,689;-5,768;50,168
"validar";0,031;8,759;-0,924;0,035;-2,699
"tocantins";-3,194;-2,993;-6,471;13,507;3,857
"thiago";-1,68;-1,574;-3,404;-2,401;26,639
"sugerir";1,015;-0,47;-5,381;11,974;-1,141
"substitutivo";-0,156;-2,835;26,131;-4,324;-2,382
"singular";-3,531;-3,308;54,201;-5,046;-5,386
"servico_publico";30,93;-3,782;-0,262;-3,551;-0,508
"recuperacao";0,902;-0,094;-6,13;25,862;-6,771
"ratificar";-2,353;0,733;-4,766;-0,23;9,654
"promulgacao";11,472;-0,47;-3,386;-5,527;3,035
"pericia";62,266;0,194;-8,177;-5,768;-2,656
"pedro";-0,595;-2,204;-4,766;-3,362;30,335
"passivar";-0,069;-0,024;17,494;-3,551;-4,361
"oitiva";15,855;-0,006;-7,836;-1,675;0,648
"nomear";22,723;-0,38;-5,05;-5,286;0,91
"motivacao";1,015;5,566;-5,381;0,67;-1,141
"mensal";66,355;-3,624;-0,776;-1,675;-8,655
"liquidacao";92,784;-1,535;-7,494;-3,094;-5,752
"libra";-1,176;-1,102;-0,455;-1,68;12,036
"investigativo";-2,857;57,306;-5,789;-4,083;-0,122
"ineficiencia";-0,604;-3,624;52,874;-5,527;-8,655
"evolucao";-1,73;0;-3,087;22,304;-2,075
"endereco";16,828;-0,152;-6,471;6,315;-7,148
"emissao";54,378;0,078;-6,471;-0,949;-7,148
"duracao";-0,069;4,967;-3,689;-3,551;4,157
"divergencia";-0,713;0,194;-2,106;0,492;1,258
"distincao";-3,531;6,98;-1,367;-0,345;1,233
"disponibilidade";33,252;-1,676;-5,381;1,815;-6,118
"desacreditacao";-1,176;-1,102;1,13;-1,68;3,141
"delimitar";-1,882;1,302;3,985;0,084;-4,021
"decretacao";0,103;-3,782;-8,177;0,034;15
"debater";-0,713;-3,782;-0,964;-1,869;18,763
"cpf";8,64;-1,732;-3,744;8,74;-4,136
"controlar";-0,069;2,665;-8,177;18,679;-4,361
"consultoria";0,17;1,302;-3,386;8,597;-4,021
"conexao";0,103;-0,566;-3,689;-1,869;11,659
"conducao";-3,868;-0,47;-1,851;1,815;4,886
"cobrar";131,263;-3,466;-7,494;-5,286;-8,278
"cmn";92,89;-1,818;-8,177;-3,551;-4,361
"celeridade";-2,035;7,979;13,787;-3,551;-9,032
"bienio";-1,73;-1,535;-5,05;-1,486;27,713
"atentar";-0,033;22,993;-1,851;-1,675;-1,141
"writ";-3,868;-3,624;67,742;-5,527;-8,655
"vulneravel";-3,868;0,283;-7,836;59,085;-8,655
"votacao";1,521;4,019;-7,153;-2,868;2,562
"viver";-0,033;8,81;-7,836;15,909;-8,655
"venezuela";-1,344;9,036;-2,722;1,69;-0,884
"variante";-3,699;0;-7,494;55,109;-5,752
"urgente";-3,868;-0,006;-3,386;25,454;-1,141
"ulterior";-3,868;-0,006;0,006;-5,527;13,073
"transferir";12,606;9,731;-3,087;-0,461;-8,278
"suscetivel";-1,882;-0,47;23,753;-5,527;-1,141
"sul";-1,43;-1,259;-6,812;55,324;-5,021
"separacao_de_poderes";-1,73;3,512;1,404;-3,094;0
"repetir";-1,579;-0,296;1,796;10,773;-7,901
"regulamentador";-0,01;0;17,031;-3,094;-5,752
"refletir";1,521;0,533;-0,445;4,737;-7,901
"reclamar";-0,5;9,731;-0,082;-3,094;0
"realcar";11,472;-0,006;-5,381;0,084;-0,36
"prosseguir";-3,868;-0,47;-3,386;3,517;4,886
"passaporte";-0,402;-0,296;-4,721;30,179;-3,351
"orientar";-3,868;-0,006;-0,161;8,597;-0,36
"opiniao";-3,699;55,919;-5,05;0,161;-5,752
"ocupacao";8,8;-0,094;-6,13;0,821;-0,235
"nunes";-0,595;30,668;-2,461;-3,362;-0,244
"nitido";-0,604;-0,47;0,311;-1,675;3,035
"mao";-0,01;0,395;-7,494;33,675;-8,278
"latino";-2,857;11,029;2,243;-0,032;-6,394
"isolamento";-3,868;0,283;-7,836;59,085;-8,655
"internet";2,979;-0,38;-7,494;22,304;-5,752
"interferir";0,373;4,019;-4,721;1,147;-0,723
"indefiro";-3,868;-1,676;-1,851;-3,322;30,133
"federalismo";-2,689;62,442;-5,448;-0,004;-6,018
"estimular";0,26;0;-7,494;33,675;-8,278
"especificacao";-0,5;0;1,404;2,196;-3,684
"down";-0,672;-0,629;-1,361;16,679;-1,503
"demarcacao";75,393;-2,993;-2,216;-4,564;-4,658
"comportar";-0,604;0,283;0,006;-0,587;0,648
"centro";6,142;20,738;-7,153;-0,001;-7,901
"arrastamento";-3,868;5,566;-5,381;-3,322;13,073
"apreensao";-0,859;18,082;-5,448;6,113;-6,018
"anualidade";-1,73;-1,535;-7,494;-5,286;44,905
"antonio";-1,848;4,861;-0,301;-2,641;1,826
"aliquota";65,578;-1,732;-3,744;-2,641;-4,136
"achar";-3,531;-3,308;47,064;-5,046;-3,351
"acervo";8,254;0,887;-0,701;-1,92;-0,884
"xv";-0,01;55,919;-5,05;-1,486;-5,752
"velloso";0,026;-0,944;-2,042;-1,44;9,492
"turno";3,973;0,701;-0,306;-1,122;-0,539
"tortura";-3,026;114,593;-6,13;-4,324;-6,771
"terapia";-3,531;-1,396;-7,153;77,626;-7,901
"terapeutico";-3,699;-3,466;-7,494;91,855;-8,278
"seguida";1,837;0,701;-6,812;0,41;0,073
"revista";-3,699;3,512;-0,082;2,196;-0,924
"reafirmar";-3,699;-1,535;-0,082;9,624;0
"prosperar";-3,531;-1,396;-4,721;1,147;12,682
"pronunciar";-0,5;0,395;-7,494;-5,286;22,9
"prevalecer";-0,402;-0,296;-7,153;-1,301;20,626
"pretexto";3,444;0,009;-0,445;-5,046;1,233
"pagar";45,155;-1,124;-6,471;0,592;-7,148
"omnes";-3,531;-1,396;0,113;-5,046;16,414
"oliveira";-1,512;0,571;-3,063;-0,392;7,028
"ocasionar";1,249;0;-1,604;0,161;0
"moeda";75,445;-2,677;-5,789;-0,627;-6,394
"modulacao";-3,531;1,87;-4,721;-2,868;16,414
"metodologia";17,294;-3,466;-7,494;13,267;-5,752
"internacao";-3,531;-3,308;-7,153;87,674;-7,901
"inspecao";75,393;-0,152;-6,471;-4,564;-4,658
"infectado";-3,699;-3,466;-7,494;91,855;-8,278
"inerente";0,006;0,034;6,411;-0,243;-5,021
"incentivar";0,373;4,019;-7,153;10,773;-5,386
"hc";-1,008;-0,944;5,403;-1,44;0,11
"funcionar";0,26;14,003;-1,604;-0,461;-2,075
"feicao";-3,699;0,395;31,335;-3,094;-8,278
"exmo";1,837;-3,15;-6,812;-2,642;18,391
"excesso";-0,311;2,22;-0,002;-4,805;1,625
"escassez";-3,699;-3,466;-7,494;91,855;-8,278
"erguer";-3,531;-1,396;0,113;-5,046;16,414
"equilibrado";1,521;33,97;-4,721;-2,868;-3,351
"emergir";-3,699;-3,466;37,065;-0,461;-5,752
"desistencia";22,625;-0,152;-4,065;-4,564;0,175
"desconsiderar";-0,5;1,566;-3,087;17,494;-5,752
"denotar";-1,73;9,731;-1,604;-0,461;0,226
"custodiar";-3,699;31,472;-7,494;-5,286;3,656
"contorno";0;0,009;8,098;-0,345;-5,386
"contestado";-0,5;-1,535;17,031;-5,286;-0,233
"conformacao";-3,699;3,512;7,054;-3,094;-0,924
"concurso";24,684;-1,396;-0,445;-5,046;-0,13
"cogitar";-3,531;-0,296;14,817;-0,001;-3,351
"cliente";105,785;-1,259;-6,812;-4,805;-7,524
"chamamento";-1,008;-0,944;-2,042;-0,028;9,492
"barreira";0,031;0,902;-2,216;3,732;-1,272
"avanco";-3,699;-1,535;-7,494;81,793;-8,278
"assuncao";-1,579;-1,396;-2,792;-1,301;20,626
"aposentado";7,803;-0,152;-6,471;-4,564;6,147
"amapa";-2,016;-1,889;-4,085;0,246;13,762
"alimento";-0,156;-2,835;-6,13;47,288;-4,296
"aguardar";-3,531;-3,308;-7,153;4,737;12,682
"absorver";-1,73;-3,466;49,967;-3,094;-8,278
"vontade";0,515;22,609;-1,139;-1,122;-5,021
"tratativas";-0,859;-0,735;-5,448;47,68;-6,018
"superveniencia";0,006;-3,15;-4,392;0,005;10,784
"subsistencia";0;-3,308;-0,027;-5,046;12,682
"subnacionais";0,006;-1,259;-4,392;32,931;-5,021
"sistemico";0;-1,396;-0,027;-1,301;4,371
"separacao";-0,229;-0,152;-2,216;13,507;-1,272
"representatividade";0,515;0,701;-0,306;-4,805;1,625
"reportar";9,615;0,009;-7,153;-0,345;0,385
"renovacao";-1,43;-3,15;-4,392;-4,805;39,658
"proveniente";-0,229;5,242;-4,065;3,732;-1,272
"proguaru";69,637;-2,835;-6,13;-4,324;-1,028
"progressista";0,249;-2,52;-5,448;-3,843;23,481
"ponderacao";-1,43;7,817;-6,812;0,41;0,597
"planejar";-3,531;70,182;-7,153;0,268;-7,901
"percentual";31,257;-1,396;-7,153;4,737;-7,901
"penitenciario";-3,362;113,033;-6,812;-4,805;-5,021
"panorama";-1,579;-0,296;-7,153;-2,868;30,491
"ocupado";5,264;-2,835;-1,937;-4,324;7,245
"obra";0;0,533;-1,367;-1,301;2,562
"miocardite";-3,362;-3,15;-6,812;83,492;-7,524
"ministerial";-1,579;10,754;-0,027;-0,345;-0,723
"maria";0,257;18,353;-3,404;-2,401;-0,269
"julgador";-3,362;2,22;-2,501;-4,805;14,335
"intimem";-1,43;-3,15;-6,812;-1,122;33,584
"infringente";-1,579;-3,308;-4,721;-5,046;42,279
"inequivoco";-1,579;1,87;-1,367;-0,345;2,562
"inaugurar";-1,43;0,034;-4,392;1,456;3,158
"gustavo";4,616;0,003;-0,455;-0,115;-0,598
"gasto";6,142;4,019;-7,153;2,636;-5,386
"francisco";-2,689;-0,016;1,243;-3,843;4,155
"figura";-1,283;2,623;-0,188;-0,949;0,871
"fernando";-2,521;0,525;-5,107;0,515;5,124
"fazenda";1,521;-1,396;-2,792;-0,345;4,371
"esteira";-0,156;-0,991;-0,095;0,095;1,218
"eleito";-0,402;-1,396;-7,153;-2,868;30,491
"dpu";58,868;-0,991;-3,74;-4,324;-2,382
"discurso";-1,43;-1,259;-0,002;0,005;3,158
"desconstituir";-3,362;-3,15;37,596;-4,805;-1,528
"cunho";-3,531;59,911;-1,367;-2,868;-3,351
"convocar";41,708;4,592;-6,812;-4,805;-5,021
"convir";-0,402;-3,308;5,493;0,268;-0,723
"converter";-0,156;0,145;-0,095;-4,324;4,676
"contribuinte";69,637;-0,094;-6,13;-4,324;-4,296
"contaminacao";-3,362;-3,15;-6,812;83,492;-7,524
"comentar";-0,402;10,754;-4,721;-0,345;0,385
"combinar";-1,283;-0,152;7,462;-4,564;0,175
"carencia";-3,026;-2,835;0,602;-0,083;4,676
"assinatura";10,686;-1,259;-6,812;8,446;-3,023
"anunciar";-0,229;-1,124;-4,065;35,999;-4,658
"albergar";-3,362;-1,259;-2,501;-2,642;28,015
"adicional";5,264;-2,835;-6,13;20,146;-4,296
"aceitar";9,615;-1,396;-0,027;1,147;-5,386
"vulnerar";-3,026;52,759;-6,13;0,821;-6,771
"volta";-0,094;-0,861;-1,666;16,998;-2,072
"verba";26,858;-0,22;-4,392;-2,642;-0,054
"uti";-1,43;-3,15;-6,812;73,461;-7,524
"ultrapassar";10,686;7,817;-6,812;-2,642;-0,539
"teste";-2,521;-0,001;-2,776;35,4;-5,641
"tela";0,006;4,592;-2,501;-1,122;0,597
"surto";-3,194;-2,993;-6,471;59,96;-2,699
"substituicao";3,973;-0,22;-6,812;-2,642;7,738
"subordinar";20,654;0,701;-0,002;-4,805;-5,021
"submissao";-1,283;-1,124;18,613;-2,419;-1,272
"sintoma";-2,857;-2,677;-5,789;70,953;-6,394
"sindicato";20,008;-1,417;-3,063;-2,161;0,165
"similar";0,689;-1,124;-0,924;3,732;-0,375
"silveira";-0,84;2,97;-0,076;-1,2;0,406
"sexual";-3,026;87,017;-6,13;-0,784;-6,771
"sars";-2,521;-2,362;-5,107;62,596;-5,641
"regularidade";22,625;-1,124;-4,065;-0,154;-0,375
"raciocinio";-3,362;4,592;0,226;-1,122;0,073
"propagacao";-3,362;0,034;-4,392;47,218;-7,524
"procedimental";-0,229;-1,124;-0,924;-4,564;16,202
"prescrever";-3,362;-0,22;2,261;-0,243;0,597
"pilar";-3,362;45,075;-1,139;0,005;-7,524
"petropolis";0,011;-2,047;-2,149;-3,122;16,137
"perdurar";-1,139;-2,835;-6,13;25,862;0,002
"pandemico";-3,194;-2,993;-6,471;59,96;-2,699
"on";8,8;0,145;-3,74;4,41;-6,771
"movimento";7,803;2,623;-6,471;-0,949;-0,009
"milhar";-1,283;-2,993;-4,065;43,31;-2,699
"mascara";-3,194;-0,152;-6,471;59,96;-7,148
"licenciamento";58,868;-2,835;-1,937;-4,324;-2,382
"intinar";-3,194;-2,993;-6,471;9,573;6,147
"insuficiencia";-0,311;0,034;16,603;-1,122;-7,524
"insistir";-0,311;-1,259;-0,306;0,41;1,625
"inep";-3,194;-1,124;-6,471;69,298;-7,148
"incorporar";-0,046;-2,52;-1,403;9,645;-0,043
"incentivo";5,264;5,982;-6,13;-0,083;-1,028
"implicito";-3,362;0,701;4,072;-4,805;0,597
"hostilidade";-1,512;-1,417;13,057;-2,161;-0,117
"gerador";81,171;-1,259;-6,812;-2,642;-5,021
"fornecimento";-1,139;-0,991;-6,13;55,857;-6,771
"favoravel";-0,311;7,817;-6,812;12,06;-5,021
"especialista";-0,311;0,034;-6,812;39,754;-7,524
"esclarecimento";0,515;2,22;-6,812;5,474;-1,528
"equivocar";-3,362;-0,22;-6,812;16,315;0,597
"energia";-0,859;-2,52;39,541;-3,843;-6,018
"embargante";-3,362;-3,15;-2,501;-4,805;39,658
"dr";-0,595;-0,496;-4,766;0,039;9,654
"discricionariedade";-3,362;36,734;-4,392;0,41;-3,023
"dinamica";22,822;-2,52;-0,001;-0,004;-6,018
"diferenciado";7,803;18,484;-4,065;-0,949;-7,148
"desvirtuamento";-3,362;0,034;12,677;-0,243;-3,023
"desigualdade";6,923;29,245;-6,812;-2,642;-5,021
"deliberado";0,031;2,623;-6,471;6,315;-1,272
"defeito";-3,194;-2,993;55,944;-4,564;-7,148
"crer";11,888;8,759;-6,471;0,035;-7,148
"corrigir";33,876;0,034;-6,812;-4,805;-0,054
"consonancia";0,006;-1,259;-2,501;-0,243;7,738
"conitec";-1,43;-3,15;-4,392;64,072;-7,524
"compreensivo";0,006;-3,15;0,226;16,315;-7,524
"complexidade";41,708;0,034;-6,812;0,005;-7,524
"chapa";-3,194;-2,993;-6,471;-4,564;50,649
"certidao";4,576;-2,993;-4,065;-0,154;3,857
"celular";-2,521;13,989;-2,776;7,182;-5,641
"canal";-1,43;-0,22;-6,812;55,324;-7,524
"bahia";7,269;-1,889;-4,085;1,505;-0,032
"autuacao";3,508;-1,889;-1,843;-2,881;5,824
"armazenamento";1,159;-2,677;-5,789;35,592;-6,394
"argumentativo";-0,997;-0,861;-0,031;-1,978;8,517
"arguir";0,006;-0,22;6,411;-2,642;-0,539
"arguentes";3,973;2,22;-2,501;-4,805;0,597
"anjo";-2,857;-0,861;-5,789;-4,083;38,274
"and";-1,176;5,108;-2,382;2,48;-0,598
"amparar";-0,229;0,078;-4,065;0,592;2,099
"alimentacao";0,031;18,484;-6,471;1,824;-4,658
"afigurar";-0,229;2,623;-0,188;0,592;-1,272
"acrescer";11,888;-2,993;2,811;-2,419;-2,699
"walber";-0,672;-0,629;-1,361;-0,96;10,651
"violador";-3,194;18,484;2,811;-4,564;-2,699
"video";-1,283;18,484;-6,471;6,315;-4,658
"territorial";47,836;-0,016;-3,095;-3,843;-3,578
"teresina";25,158;-1,574;-3,404;-2,401;0,037
"tcu";27,323;-2,677;-5,789;-4,083;1,649
"sustentacao";8,8;-0,094;-0,095;-4,324;0,002
"supor";-1,283;0,078;18,613;-0,949;-7,148
"supervisao";29,279;0,902;-4,065;-0,154;-7,148
"substrato";-0,046;-2,52;-1,403;-3,843;18,355
"site";0,148;-2,677;-5,789;28,639;-2,072
"selecao";-0,046;-2,52;-5,448;47,68;-6,018
"rio_grande_do_norte";-2,184;-2,047;-4,426;-0,131;21,529
"respe";-2,857;-2,677;-5,789;-4,083;45,311
"respaldo";-0,094;-0,861;-3,416;16,998;-0,8
"red";-0,84;-0,787;7,88;-1,2;-0,135
"raro";0,077;-0,094;-3,74;25,862;-6,771
"ptb";-2,521;-2,362;-5,107;-3,602;39,974
"primar";-0,229;2,623;-0,188;-0,154;-0,009
