"";"classe 1";"classe 2";"classe 3";"classe 4"
"escravo";-11,004;-13,631;-4,532;68,287
"encargo";-5,597;-4,947;57,129;-0,021
"condenatorio";-5,754;63,992;-5,223;-20,775
"brossard";12,796;4,924;-5,223;-18,149
"benjamin";-10,841;-21,73;-5,124;86,913
"anular";-4,601;40,89;-3,349;-11,738
"adc";61,248;-22,777;-5,321;-1,135
"valorizacao";-11,171;-17,134;125,245;0,255
"tributar";-2,907;-0,332;25,251;-0,811
"rs";15,638;-2,282;-3,152;-1,187
"reforco";-3,361;-9,33;15,148;6,128
"presuncao";0,014;4,924;-5,223;-0,968
"pires";-4,422;-8,309;-0,834;30,549
"ocupante";-16,116;70,541;-5,321;-11,738
"mma";-6,675;-18,076;-4,433;66,113
"missa";-15,081;-26,982;-5,025;108,53
"ministerial";-1,464;-2,634;45,604;-1,851
"grifou";28,445;-9,33;-0,16;-2,741
"excepcionalidade";0,943;7,141;-0,768;-9,803
"eduardo";3,745;-0,153;-3,447;-0,079
"dossie";-1,385;-12,878;-4,828;38,098
"desnecessario";5,87;-0,081;-5,124;-0,36
"del";-16,633;-1,191;-4,729;40,101
"ciclo";-15,081;-3,816;90,891;-0,044
"casu";47,49;-3,645;-1,831;-13,847
"biodiversidade";-16,116;-25,592;-5,321;109,046
"analogia";-9,996;41,73;0,376;-16,343
"amigo";20,375;-1,946;-4,729;-2,224
"alemao";-0,566;-2,108;-5,124;13,029
"afetado";-0,039;-0,45;-0,708;1,957
"adequar";3,632;-0,583;-0,16;-0,594
"acreditar";-2,262;-8,925;-1,431;27,49
"abstencao";-1,202;-7,735;-1,969;22,779
"tocar";-2,262;0,102;-0,484;2,329
"status";-5,476;5,481;-3,16;0,816
"rigoroso";-9,167;0,599;0,015;3,978
"respaldo";0,948;4,294;0,163;-10,938
"residente";-3,299;-9,319;-2,757;34,733
"recuperacao";-18,368;-8,9;-1,75;63,226
"racionalidade";0,014;-0,146;6,39;-1,643
"preceder";-3,396;17,781;-1,957;-3,009
"postulante";105,495;-20,162;-2,879;-16,397
"patrimonial";-14,736;-6,077;228,72;-10,132
"omissao_inconstitucional";1,279;4,426;-2,23;-5,358
"milhar";-0,038;-15,508;-4,433;30,751
"medidas_cautelares";40,657;-6,466;-5,025;-4,123
"inadmissivel";0,187;-0,009;1,175;-0,968
"imperio";-15,771;-0,146;-5,223;31,01
"fruto";-1,301;6,291;-0,13;-1,643
"forum";-14,047;-17,041;-4,729;83,705
"exaurimento";79,636;-22,253;-1,75;-7,678
"estruturante";-15,771;13,426;1,175;-0,471
"energetico";-0,205;-17,556;-4,335;36,425
"dra";2,139;-5,34;-1,969;3,478
"concorrencia";-6,177;-8,925;-4,828;46,129
"coleta";-4,128;-0,993;0,163;7,299
"cezar";62,159;-5,931;-1,867;-16,899
"carneiro";3,078;-0,469;-0,492;-0,272
"cadastramento";1,654;-4,756;6,557;-0,308
"banco";-8,536;-0,601;2,834;6,369
"arbitrar";-12,694;6,08;1,423;0,009
"alimentar";-11,341;-21,897;-4,631;87,293
"afericao";0,698;1,378;-3,16;-0,811
"vencedor";0,482;5,27;-2,972;-3,828
"stj";7,51;-8,473;-1,669;1,45
"singular";2,162;16,743;-5,124;-17,71
"red";91,823;-21,207;-3,066;-10,531
"recomendavel";-8,326;0,087;-3,743;13,149
"prol";-3,841;-0,601;-0,593;9,803
"nortear";-8,851;1,378;0,425;1,45
"mencao";0,857;1,657;-5,025;-0,666
"jurista";3,049;-4,584;-4,532;3,497
"investir";-4,09;30,811;-0,649;-10,932
"industrial";-9,856;-22,952;-2,879;80,283
"ilicitude";-12,694;47,406;-5,025;-5,449
"homenagem";0,04;-4,143;-3,16;9,049
"fraudulento";-9,856;7,417;-2,879;1,48
"feicao";11,393;-4,143;-5,124;0,091
"designacao";-7,289;23,37;-0,012;-5,563
"decano";19,825;1,657;-3,066;-19,888
"contrario";-7,909;13,142;-1,431;-0,11
"compra";-2,885;-16,628;53,375;1,663
"arguido";49,245;-11,742;-0,078;-8,652
"agradecer";58,604;-5,616;-4,433;-12,28
"advento";-1,145;14,441;0,425;-10,932
"acrescimo";-0,014;-6,86;63,05;-4,425
"abordar";20,375;-10,349;-0,023;-0,749
"xiv";-6,068;-0,077;-0,979;10,44
"violento";-16,98;-12,878;-4,828;80,283
"tortura";-7,871;1,019;-2,954;7,182
"toffoli";22,891;-0,078;-2,599;-10,528
"solidario";-17,327;-18,067;-2,972;88,155
"retomar";36,228;-5,694;0,093;-11,763
"rememorar";10,05;-1,861;-0,593;-1,254
"recesso";7,552;5,87;-2,879;-16,397
"ratio";-0,205;0,063;-4,335;2,13
"publicizacao";-3,353;-15,125;266,432;-19,001
"primo";-3,614;-1,244;-0,29;10,778
"ponte";-0,732;-0,018;0,153;0,5
"paciente";-10,512;-16,127;-5,025;73,892
"normatividade";0,137;16,654;-4,927;-10,132
"lewandowski";10,309;-1,536;-1,871;-0,841
"letra";-3,841;11,221;0,045;-2,983
"julgador";-0,273;26,296;-4,828;-11,763
"interamericano";-17,327;-20,685;-4,927;100,047
"inegavel";-0,077;-0,146;-4,927;4,12
"fundacao";-3,595;-4,699;1,56;10,604
"felipe";45,906;-7,824;-3,349;-5,766
"fauna";-12,355;-20,685;-4,927;88,155
"extinto";0,366;-0,601;0,045;0,009
"embasar";-1,738;-3,816;57,322;-2,026
"deslocamento";-2,528;-2,548;-1,378;15,031
"comparabilidade";-17,674;-26,982;518,973;-22,688
"classe";0,157;-4,584;-4,532;9,915
"caracterizado";-0,361;1,222;1,56;-1,804
"atestar";-2,262;-12,878;-0,484;30,834
"ar";0,538;-11,437;-0,335;9,915
"adaptacao";-13,702;-2,594;0,836;21,152
"vetor";-4,927;2,892;-2,972;2,007
"versao";0;-2,436;-0,979;5,014
"uol";-4,501;-4,153;-1,28;23,129
"tolerancia";-16,633;-19,64;-4,729;95,55
"regulatoria";-11,679;-10,349;-4,729;62,367
"raca";-16,98;-22,952;-4,828;104,021
"paz";-6,981;-18,597;-4,532;68,287
"outorga";-5,886;5,059;-4,729;1,756
"orientador";38,429;-13,362;0,067;-5,122
"oposicao";-0,013;2,696;-0,023;-2,224
"odio";-15,592;-20,842;-4,433;95,004
"nacoes_unidas";-16,633;-19,64;-4,729;95,55
"motorista";-15,246;-17,556;-4,335;86,562
"mme";-8,992;-21,156;-3,94;77,582
"joaquim";36,925;-11,661;-4,137;-0,954
"inviabilidade";27,733;-1,244;-1,126;-10,119
"inverso";30,548;-9,084;-4,039;-0,782
"intimacao";23,702;0,002;-2,322;-13,779
"incerteza";6,406;-2,885;-4,729;0,489
"homicidio";-14,205;-18,733;-4,039;85,991
"hidrico";-14,736;-20,685;-2,972;88,155
"gonet";-0,08;-2,152;-4,137;9,228
"faltar";0,966;4,215;-0,769;-6,269
"encontro";0,094;-0,006;-2,692;0,646
"dinamica";-7,598;-1,946;11,48;3,807
"difuso";46,877;-4,699;-2,972;-10,132
"dialogar";-0,001;5,66;-1,276;-2,979
"detentor";-13,164;1,738;-1,867;8,543
"desportivo";-3,614;-0,643;-4,433;15,44
"corolario";-9,529;16,576;-0,432;-0,749
"convalidacao";98,883;-12,878;-4,828;-19,001
"conformar";-6,47;12,151;-0,056;-1,074
"coibir";-2,885;-0,932;-3,644;14,322
"cognicao";42,207;-1,946;-2,785;-13,557
"classico";-7,598;-1,191;-2,785;22,731
"cassar";0,461;12,762;-4,236;-9,307
"arbitrio";0,022;-0,03;-2,507;1,041
"anp";-8,992;-21,156;-3,94;77,582
"aferir";1,238;-0,08;-1,431;-0,001
"abusivo";-0,273;0,384;-4,828;1,48
"vantagem";-9,204;10,888;-1,276;0,029
"tirar";-0,011;0,522;-2,048;0,057
"sdr";-16,633;69,269;-4,729;-11,35
"rir";-0,011;16,393;-3,94;-8,103
"resistencia";-12,017;-20,162;-2,879;80,283
"regularidade";1,259;0,122;-3,152;-0,104
"prescricao";-9,529;14,195;-2,785;0,005
"perigoso";-8,879;-18,597;-4,532;73,672
"parquet";-2,058;34,732;-1,353;-15,959
"mobilidade";-1,706;-11,356;-3,152;33,734
"marinho";-2,005;-0,358;-4,236;10,44
"jornal";-8,555;-15,508;-0,29;51,285
"investigativo";-9,529;42,26;-1,353;-9,339
"inexistente";7,612;0,116;-0,335;-6,788
"fumus";13,29;-21,897;-1,276;4,281
"eugenio_jose_guilherme_de_aragao";3,078;-0,469;-0,492;-0,272
"etico";-9,529;-1,191;-4,729;29,091
"eliminacao";-7,289;-16,529;-2,692;60,245
"diretivo";-13,358;55,88;-4,532;-8,556
"consolidacao";-9,204;-6,407;2,032;21,152
"composto";-16,286;13,008;5,991;-1,987
"boni";14,226;-21,369;-1,201;3,497
"abrangencia";-0,013;-0,234;-0,023;0,489
"verde";4,262;-9,973;1,378;0,328
"venda";-0,98;-11,868;-1,423;27,311
"suporte";-4,128;0,289;-2,692;5,69
"sumariar";13,29;2,127;-2,692;-15,522
"site";-4,128;-6,407;-2,692;30,78
"sergio";4,794;-8,164;-0,702;1,931
"rio_grande_do_norte";-0,171;-0,939;-0,984;4,015
"pugnar";71,902;-17,041;-0,432;-11,35
"proporcionar";0,538;-7,626;-1,201;8,004
"proclamar";-0,484;-2,594;-4,631;13,325
"monopolio";-14,899;23,578;-2,322;-0,165
"lesivo";38,022;-17,041;-1,353;-0,749
"isolado";-1,061;7,214;-1,276;-1,196
"incidente";-2,058;1,07;5,649;-1,388
"idoso";-2,636;-13,477;-4,039;43,092
"ideologia";-12,669;-12,643;-4,335;69,277
"harmonico";-5,311;16,508;-4,532;-0,472
"habilitar";0,003;-0,348;-4,532;3,497
"guarulhos";-0,247;23,145;-3,152;-11,485
"fumus_boni_iuris";71,902;-14,626;-1,353;-11,35
"finalizar";-2,655;-0,81;51,404;-3,865
"fiel";-5,028;-0,03;-2,507;10,778
"ferramenta";-13,358;6,31;-2,599;3,497
"expectativa";25,169;-3,21;-4,137;-2,709
"estabilidade";-9,204;-1,699;0,163;15,734
"enfoque";2,37;-1,191;-1,353;0,149
"distinguir";-0,38;0,924;0,206;-0,472
"destruicao";-16,633;-19,64;-4,729;95,55
"contagiar";-16,633;-25,392;-4,729;108,178
"constitutivo";-3,741;7,892;-1,599;-0,079
"basilar";-13,014;12,881;-4,433;1,041
"araripe";2,635;-0,002;-0,295;-1,333
"aposicao";99,817;-21,897;-4,631;-10,938
"apor";99,817;-21,897;-2,692;-13,13
"anteceder";12,408;0,015;-4,729;-4,483
"agravar";1,984;-6,009;-1,201;3,497
"zanin";17,017;-0,972;-0,676;-5,672
"xxxvi";-3,614;17,777;0;-6,425
"vacinal";-11,341;-21,897;-4,631;87,293
"tendencia";-10,668;-5,616;0;30,751
"subjacente";3,903;-3,676;0,836;-0,213
"solver";120,84;-19,119;-4,631;-20,907
"separacao";-11,341;7,214;-0,012;0,238
"seguido";-1,061;20,497;-0,383;-10,938
"satisfazer";0,003;-1,465;9,223;-0,472
"salvaguarda";-11,341;-9,891;-4,631;60,245
"promotor";-8,992;32,627;-3,94;-3,306
"preclusao";44,239;-0,147;-4,631;-20,907
"potencializar";-2,433;0,205;-1,126;2,779
"positivar";-7,289;7,214;-0,012;-0,021
"percepcao";-8,879;-0,348;4,015;4,795
"otica";-5,311;14,084;-1,201;-1,014
"nomear";-2,405;36,537;-3,94;-12,476
"freitas";-3,797;-5,171;-2,363;26,42
"flagrante";-4,747;28,356;-2,414;-6,065
"facil";-0,911;0,424;-4,532;2,404
"estranho";-2,655;21,935;-0,004;-10,528
"especialidade";-9,204;-16,529;-4,631;70,464
"empenhado";-13,511;-20,626;188,993;-0,12
"diccao";-1,061;7,214;-4,631;-0,213
"desafio";-5,028;-20,842;-1,126;56,019
"cristiano";16,172;-1,878;-0,384;-4,05
"contorno";-2,883;17,812;-2,692;-2,979
"coerente";-5,597;36,745;-1,276;-10,938
"cnj";-4,747;-1,783;-4,335;22,354
"bruno";14,494;-0,446;-0,113;-7,339
"agricola";-6,675;-18,076;-1,126;56,019
"vs";-12,669;-6,782;-4,335;53,916
"troca";-11,638;-4,114;3,313;17,593
"transmissao";-10,668;-4,228;-4,433;42,445
"supremacia";-13,014;5,45;-4,433;5,352
"subscrever";37,634;-7,626;-4,532;-2,71
"solucionar";41,89;-6,009;-2,599;-6,788
"satisfacao";-2,433;-15,508;0,256;27,271
"procuracao";85,673;-11,661;-4,137;-15,9
"populacional";-6,675;-0,643;98,149;-8,168
"pneu";0,209;-3,073;-3,743;6,61
"penitenciario";-0,304;5,03;0,527;-5,012
"paradigma";6,431;0,019;-2,507;-2,449
"ordenar";-5,028;-5,616;6,734;8,76
"nitido";0,157;2,501;-1,201;-1,76
"moraes";6,157;-0,092;-0,984;-2,024
"monkeypox";-2,637;-19,038;-3,546;51,832
"massa";0,157;-6,009;-1,201;8,004
"manejo";0,157;-13,631;-2,599;19,603
"instrumental";-1,307;1,444;-2,414;0,649
"informativo";-1,669;-1,465;-4,532;14,35
"gabinete";6,431;2,915;-1,126;-12,28
"falha";0,339;-3,88;-2,414;5,954
"extra";99,251;-16,516;-2,23;-18,68
"divergente";15,218;0,019;-2,507;-8,168
"disputa";-2,005;15,158;-4,236;-1,953
"contabilidade";-0,205;-8,534;101,328;-7,782
"antifascismo";-1,138;-19,787;-4,236;47,169
"anao";-9,922;-10,966;20,607;12,862
"alemanha";-15,246;-20,314;-2,414;86,562
"alegre";-9,996;-22,744;-4,236;84,316
"verso";-0,011;4,215;-3,94;-0,624
"tabela";-8,326;-17,154;0,822;41,468
"soberano";-8,555;17,777;0;-2,449
"segredo";-12,325;-0,845;65,499;-0,542
"rever";-0,205;3,372;0,001;-2,197
"reportar";0,238;1,166;-1,126;-0,844
"regulatorio";-6,675;-13,136;-0,29;42,445
"provar";-6,851;3,568;-0,08;0,5
"privacidade";-7,589;-16,516;-4,137;64,894
"persistir";8,278;-0,238;0,256;-6,425
"nulo";1,62;16,454;-4,335;-16,786
"modulacao";39,25;-2,436;-0,979;-13,779
"localidade";-1,491;-8,499;91,727;-3,119
"lider";-10,265;35,422;-0,573;-6,921
"lide";66,841;-5,23;-4,335;-16,786
"lacuna";-5,028;45,23;-1,126;-17,228
"ingerencia";-14,205;17,759;-2,139;0,017
"infra";-14,205;-13,477;0,032;52,441
"idoneo";35,389;-2,042;-1,126;-12,28
"hermeneutica";-6,675;23,46;-4,433;-1,542
"fronteira";-15,246;-14,999;-4,335;80,587
"feira";5,909;-12,972;-0,769;3,812
"enorme";-1,307;-12,643;0,001;22,354
"encaminhamento";0,109;3,874;0,006;-5,71
"doutrinario";0,022;0,019;-4,433;1,041
"diversidade";-13,858;-8,622;-3,94;60,524
"desconsiderar";-4,47;-0,358;-2,322;12,686
"decurso";13,606;2,307;-4,335;-14,214
"convir";-6,068;12,762;0,006;-1,953
"contrapor";12,672;-3,037;0;-2,449
"contaminacao";-6,675;-20,842;-4,433;71,473
"consolidar";0,238;2,915;-2,507;-1,542
"conexao";-0,012;-1,037;-1,052;3,191
"condicionante";-4,196;13,89;-2,23;-0,954
"classificador";-15,592;-23,804;457,845;-20,016
"capital";-10,265;-0,075;0,942;7,372
"premiar";-7,589;35,991;-0,908;-8,904
"permanencia";-4,47;-6,367;-4,236;34,529
"organizado";-8,992;-2,579;0,053;18,939
"omitir";-4,176;-0,073;49,855;-4,645
"olhar";-6,068;1,76;0,376;0,344
"medicamento";-6,068;-19,787;-4,236;67,084
"materializar";-6,068;1,012;0,376;0,84
"mariana";0,365;-0,486;-1,181;0,67
"lucio";14,6;2,714;-4,236;-16,343
"indefiro";95,186;-12,151;-4,236;-19,125
"fechamento";-0,684;-8,622;-3,94;25,376
"facilitar";-0,142;-2,28;-0,702;5,911
"eros";29,316;-1,037;-4,335;-7,782
"emb";66,036;-10,468;-3,447;-10,318
"dogma";-6,37;-0,004;-2,414;11,7
"direcionamento";-2,408;1,019;16,298;-4,281
"diminuicao";-9,661;-5,958;-0,908;36,584
"deliberado";-0,08;9,472;0,016;-8,904
"defensor_publico";2,472;0,842;-0,787;-3,555
"decl";30,546;-3,403;-2,363;-5,672
"concurso";-1,346;31,966;-3,447;-12,807
"compatibilizar";-5,768;3,165;0,016;0,131
"caderno";-3,488;-12,159;-2,265;39,607
"argentino";-11,294;-2,579;-3,94;36,794
"advir";-1,307;0,063;0,312;0,229
"adentrar";0,027;6,612;-2,139;-3,61
"adaptar";-9,326;2,515;0,032;1,316
"testemunha";-1,748;10,144;-1,777;-1,452
"tendente";11,437;-1,087;-2,139;-1,496
"resumo";24,649;-15,479;-0,769;-0,011
"repassar";-9,326;-18,733;192,028;-1,496
"recomposicao";-14,899;-19,787;415,409;-19,125
"prorrogar";2,914;1,926;0,053;-10,172
"prevalencia";-6,068;3,874;-4,236;2,49
"perpetuacao";-12,325;1,012;-4,236;12,686
"papar";-12,325;10,573;-0,979;0,344
"org";-5,174;-21,156;-3,94;65,975
"odioso";-9,661;0,231;-4,137;13,74
"mapa";-3,396;-14,961;-3,842;48,22
"lideranca";-11,294;36,537;-2,048;-4,67
"irreparavel";1,279;-16,516;-4,137;19,148
"irregular";12,318;-1,878;-1,969;-1,088
"inovar";-1,801;11,576;1,463;-8,904
"inferir";1,279;0,231;1,463;-5,358
"incabivel";69,886;-6,367;-4,236;-16,343
"imunidade";-14,552;-0,669;-4,137;32,649
"implantacao";-5,47;-7,212;-0,136;27,145
"hediondo";-5,499;23,48;-2,265;-3,392
"formalidade";-4,196;32,201;-0,908;-11,012
"focar";-0,515;-3,541;-0,207;8,413
"excerto";4,799;0,231;0,016;-7,019
"exarar";15,658;-0,243;0,016;-11,012
"departamento";-5,47;-13,477;-0,136;38,762
"dedicar";-5,768;-1,305;5,247;4,138
"cor";-13,858;-21,156;-3,94;90,13
"consumo";-14,552;-22,215;-4,137;94,641
"consultoria";2,98;-4,851;10,789;-1,953
"compartilhamento";-4,47;-10,017;-0,979;34,529
"companhia";4,965;-14,275;-0,08;3,835
"cd";-5,174;36,537;-0,769;-12,476
"belico";-2,405;-0,37;-2,048;8,885
"ara";76,358;-12,381;-1,511;-15,119
"aptidao";1,896;-0,077;-4,236;0,065
"analogico";2,98;6,812;-2,322;-11,434
"aderir";-0,404;-0,028;-0,908;1,863
"usurpacao";1,439;9,149;-3,743;-9,338
"transformacao";-4,196;-0,243;-0,908;9,228
"traco";-0,404;1,277;-2,23;0,131
"sistemico";-0,977;0,024;0,016;0,484
"sinalizar";-7,589;-0,028;-0,17;9,228
"salario";-0,684;-2,579;12,633;0,057
"retificacao";93,517;-18,207;-3,94;-12,476
"radiar";-2,405;-10,687;33,293;1,605
"punir";-11,294;-12,972;-3,94;65,975
"proibido";-6,952;-10,687;-3,94;50,327
"priorizacao";-2,179;-1,376;17,731;0
"periodico";-3,925;-4,114;-2,139;23,732
"nunes";0,193;0,261;-1,969;-0,005
"necessitar";-3,138;-0,532;-1,867;10,722
"mina";-9,922;-13,411;-3,546;62,759
"jorge";-7,334;-10,468;-3,447;49,671
"induzir";-11,981;35,991;-4,137;-2,709
"henrique";-0,256;-0,01;-1,477;1,782
"habil";36,925;-4,479;-0,17;-11,012
"flexibilizacao";-5,768;-9,549;-0,17;32,649
"favoravel";-1,603;0,074;-0,838;2,207
"equitativo";-7,27;-21,685;275,332;-8,502
"desmembramento";-0,011;28,937;-3,94;-17,79
"desejar";-0,037;-0,51;-4,039;4,678
"cp";-4,882;34,823;-3,842;-7,707
"corte_interamericana_de_direitos_humanos";-14,552;-2,152;-4,137;40,743
"consagracao";-11,981;0,231;-4,137;16,332
"comparacao";-3,925;-1,087;0,527;6,257
"circular";-4,882;-6,353;-3,842;34,841
"atacado";15,658;-0,243;-0,908;-7,019
"vulneracao";0,027;0,862;-4,039;0,017
"urgente";0,773;-0,149;-0,136;-0,043
"trad";-11,638;-11,173;-4,039;62,707
"topico";17,984;-0,885;0,616;-12,476
"supervisao";-5,47;5,03;31,926;-12,91
"subsidio";0,272;-0,003;-0,838;0,017
"sr";-1,928;15,043;-0,34;-5,388
"reclamar";3,809;0,862;-4,039;-2,438
"ptb";29,191;-5,165;-1,477;-4,09
"personalidade";-14,205;-11,173;-2,139;62,707
"pendente";0,773;15,098;-2,139;-15,458
"pedro";-1,235;-0,477;-2,462;7,482
"parentesco";-6,636;52,542;-3,842;-14,573
"mototaxistas";-1,028;1,347;-2,363;0,512
"intangibilidade";-9,326;6,612;-2,139;1,316
"inadequacao";64,478;-11,173;-2,139;-10,592
"guardiao";-7,27;20,636;-2,139;-1,496
"gozar";0;-0,249;0,081;0,121
"fortalecimento";-11,294;-5,158;-0,769;36,794
"foro";-0,826;30,563;-4,039;-12,91
"flavia";2,472;-4,228;-0,787;1,391
"fernandes";3,73;-1,297;-1,336;0,004
"empirico";-9,922;-0,257;-0,512;15,584
"elevar";-2,158;-12,381;-3,349;37,818
"distante";-3,83;-1,214;-1,772;14,535
"detalhamento";-7,664;-13,411;192,69;-4,816
"desconformidade";0,523;10,28;-0,702;-12,043
"crivo";-0,826;27,038;-2,139;-12,91
"combinar";-7,995;17,829;-0,033;-2,439
"cnmp";6,534;6,413;-3,842;-14,573
"brandao";10,178;-1,723;-0,787;-1,253
"ayres";16,18;-10,203;-1,957;0,121
"adverso";-8,659;-20,626;-1,957;69,433
"zelar";-11,294;5,691;-0,769;1,605
"xix";-11,294;19,197;-3,94;-0,011
"segmento";-3,138;-4,385;-0,637;18,745
"rocha";-8,658;1,995;-0,028;2,059
"resp";-0,552;-20,626;-1,957;39,06
"regularizacao";0,02;-8,309;-2,56;14,644
"reclamacao";5,693;0,174;-2,56;-2,888
"punibilidade";-2,885;39,658;-3,644;-13,69
"psd";49,019;-8,499;-3,053;-6,475
"porte";-1,231;-1,376;-3,842;12,059
"ploa";-13,164;-14,443;302,334;-11,611
"perfeito";4,281;2,96;-3,94;-6,269
"paragrafo";0,686;2,755;-1,867;-2,72
"intermunicipal";-0,047;-2,116;0,658;1,447
"intermedio";-0,324;0,584;2,392;-1,452
"harmonizar";-8,992;5,691;-0,769;0,854
"fixo";-4,475;-0,001;0,007;3,905
"ensejo";0;2,316;0,714;-4,334
"embarcacao";-3,83;-2,552;1,312;7,788
"disciplinado";-1,96;4,004;-0,053;-0,353
"detalhado";-1,231;-4,768;28,438;0
"desprover";14,433;-0,002;-3,743;-5,534
"desconhecer";-0,142;8,233;-3,842;-1,925
"defensoria_publica_da_uniao";7,244;-1,069;-1,378;-0,573
"cometido";-7,995;15,028;-3,644;-0,018
"articular";-0,684;11,448;-0,104;-6,269
"aprofundado";4,281;-0,885;0,053;-1,283
"ajustar";0,966;1,926;1,792;-10,172
"afrontar";-0,216;9,308;-0,769;-4,67
"tensao";-12,818;-7,26;-3,644;53,998
"superveniencia";26,237;-2,28;-0,077;-9,754
"sol";3,45;-5,165;-0,097;0,601
"sarlet";-13,511;-20,626;-3,842;87,874
"review";-12,818;-7,26;-1,777;48,888
"retorno";2,468;0,087;-0,637;-1,683
"propaganda";-4,475;0,122;-3,152;7,521
"projetar";0,913;-0,829;-2,954;1,203
"progressista";10,783;-2,706;-2,56;-0,18
"opor";3,772;-4,385;0,822;-0,059
"marca";-1,058;-17,154;-1,867;37,063
"maquinar";-9,922;-0,024;-0,512;12,862
"livro";-7,995;-9,243;-3,644;48,888
"jovem";-11,778;-17,98;-3,349;76,598
"ingo";-13,511;-20,626;-3,842;87,874
"individualizado";-7,664;-1,459;15,647;2,012
"indagar";-7,995;15,028;-1,777;-0,242
"impessoal";-7,618;-4,265;45,46;0,324
"ilegitimo";-4,305;3,246;-3,644;1,663
"gravoso";-0,468;2,347;-0,395;-0,294
"gerir";-9,922;-16,102;107,705;0,484
"gallotti";83,806;-14,961;-3,842;-12,043
"estufa";-11,431;-11,868;-3,25;61,898
"entrega";-1,96;-1,146;10,113;0,213
"doacao";-4,592;-9,721;0,822;21,913
"densidade";4,264;0,005;-0,573;-2,439
"demografico";-0,35;-7,358;95,716;-7,282
"cunho";-8,659;-0,699;0,714;9,768
"creditar";-1,748;-9,243;2,392;11,751
"correlato";-6,636;2,316;0,714;0,121
"constitutional";-6,174;-10,336;-2,462;44,048
"conferenciar";-8,895;-17,45;-1,423;61,898
"coalizao";-1,933;-0,174;13,014;-0,236
"celeridade";38,712;-0,249;-3,842;-17,344
"atipico";-13,164;25,729;-3,743;-0,353
"aplicabilidade";0,523;2,316;-1,957;-1,925
"alternancia";-13,511;52,542;-3,842;-7,707
"almedina";-10,608;-20,097;-3,743;79,234
"xv";17,393;-9,721;-3,743;0,213
"universo";15,577;-4,011;-3,644;-0,242
"tributario";2,397;-0,153;-1,599;-0,079
"testagem";-8,553;-16,921;-3,152;65,728
"subtrair";-4,305;17,829;-1,777;-2,439
"sublinhar";-0,082;0,404;-0,637;0,012
"sousa";1,107;-6,871;-1,28;5,784
"sangue";-7,995;-13,927;-3,644;59,363
"resumir";0,034;0,584;-1,777;-0,018
"renunciar";-7,995;15,028;0,156;-2,439
"rememoro";27,498;-3,645;-3,546;-3,361
"recorrente";18,121;-0,557;-1,599;-6,147
"puro";-8,326;-0,002;-3,743;15,823
"pontual";-1,748;1,232;0,156;-0,018
"pet";3,21;6,481;-1,165;-13,339
"peso";-1,748;-4,011;-3,644;20,225
"peluso";71,622;-9,243;-1,777;-16,454
"patrio";-6,321;9,149;-0,053;-0,353
"passivo";-7,995;8,06;-0,033;-0,018
"octavio";74,423;-14,443;-3,743;-9,338
"normalidade";-7,995;17,829;-3,644;-0,242
"manual";0,209;-7,71;4,176;1,356
"layout";-7,334;-18,509;-3,447;66,375
"integracao";1,439;-3,073;0,822;0,012
"injusto";-12,124;-4,704;-1,599;39,878
"injustificado";-5,388;-3,288;41,387;0,007
"impactar";-4,305;-2,745;7,281;4,01
"habilitacao";56,747;-19,038;-3,546;-2,167
"firme";36,328;-5,931;-3,743;-4,003
"exegese";-4,592;29,307;-3,743;-5,534
"exceder";-9,237;0,657;5,643;0,328
"enfasar";0,209;1,738;0,115;-4,003
"derrubar";2,468;-0,002;-1,867;-0,353
"cota";4,276;-8,499;10,797;-0,975
"corroborar";-0,082;5,486;-1,867;-1,683
"corrido";-0,23;-19,038;209,241;-16,009
"convencional";7,209;-11,966;-1,867;3,488
"confiar";-6,321;11,33;-0,053;-0,894
"compensacao";-1,706;-6,897;-3,152;25,418
"cobertura";-13,164;-20,097;-3,743;85,619
"bissexual";-2,882;-11,101;-2,068;35,179
"atlas";-5,697;-1,459;-0,512;15,584
"assemelhar";-3,138;-0,15;-1,867;8,543
"arte";-4,305;-0,932;-1,777;14,322
"antifascista";-9,922;-6,814;-3,546;46,76
"alusivo";3,772;4,004;-1,867;-9,338
"advertir";-1,96;0,404;-3,743;3,488
"acolho";35,734;-5,082;-0,288;-9,034
"xxi";-5,388;6,021;-3,447;0,67
"xx";-11,431;7,729;-3,25;2,11
"viavel";5,392;-2,125;-1,599;0,007
"tacito";0,876;0,584;-3,644;-0,242
"soares";0,818;-2,153;-1,674;2,121
"similar";4,803;-2,429;1,074;-1,234
"sair";-2,394;-6,372;-3,447;27,203
"ro";8,73;0,297;1,074;-16,009
"restaurar";-7,995;-5,515;-1,777;35,079
"reduzido";-0,01;-3,645;2,625;1,118
"quimico";-3,88;-15,863;-2,954;49,468
"proveito";-11,778;6,834;-0,001;0,328
"precipuo";-4,305;8,06;0,156;-1,452
"preambular";-4,305;-0,384;-3,644;14,322
"peculiar";0,01;2,347;-0,395;-1,653
"oms";-12,124;-18,509;-3,447;78,853
"ocasionar";18,689;-9,243;0,942;-2,439
"masculino";-12,124;-18,509;-3,447;78,853
"mario";1,654;-0,006;-0,886;-0,308
"luta";-9,237;-15,05;-3,349;64,136
"laboral";-12,818;-19,568;-3,644;83,363
"isencao";-0,468;-0,987;-3,349;7,86
"intenso";-2,637;-1,459;-0,512;10,401
