"";"classe 1";"classe 2"
"descendente";-5,341;5,341
"descaracterizar";-0,55;0,55
"derrubado";-12,464;12,464
"contrariado";1,993;-1,993
"comumente";-8,385;8,385
"comprobatório";1,993;-1,993
"colaciono";61,981;-61,981
"co";-3,557;3,557
"cartório";-13,057;13,057
"cardozo";0,459;-0,459
"bezerro";-2,373;2,373
"arbitrariedade";-8,1;8,1
"aliar";-2,131;2,131
"aliado";-6,165;6,165
"afro";-5,341;5,341
"adiamento";8,109;-8,109
"acionamento";1,993;-1,993
"abr";0,082;-0,082
"abandonar";-12,761;12,761
"vitimar";-11,276;11,276
"valioso";-3,086;3,086
"uti";-10,683;10,683
"tunc";-1,062;1,062
"tráfego";-10,298;10,298
"travar";-8,1;8,1
"tragédia";-9,711;9,711
"tolher";-10,005;10,005
"sustar";-1,062;1,062
"sistematizar";-8,1;8,1
"serpa";-1,187;1,187
"saudação";17,418;-17,418
"salvar";-10,005;10,005
"revés";-6,165;6,165
"reversão";-4,247;4,247
"reto";-3,907;3,907
"rego";1,667;-1,667
"refutar";0,178;-0,178
"recompor";-12,761;12,761
"radioativo";-12,464;12,464
"quota";-7,815;7,815
"progressividade";-8,1;8,1
"preponderância";-12,761;12,761
"positis";128,023;-128,023
"pericial";-12,167;12,167
"perdoar";-9,711;9,711
"pedra";-11,276;11,276
"pdde";-11,276;11,276
"partida";-5,896;5,896
"parar";-6,165;6,165
"pano";-1,942;1,942
"onda";-10,683;10,683
"mtst";18,493;-18,493
"minorar";-8,1;8,1
"mineração";-5,568;5,568
"louvar";3,513;-3,513
"lago";-12,761;12,761
"io";-0,164;0,164
"interposto";48,408;-48,408
"infralegal";-8,1;8,1
"informacional";-7,532;7,532
"incumbência";-3,086;3,086
"impessoal";-10,298;10,298
"ibccrim";-1,78;1,78
"grossense";-3,523;3,523
"gestante";-10,298;10,298
"fuzil";-11,573;11,573
"fito";-1,062;1,062
"ematerce";-1,942;1,942
"duplicidade";-12,761;12,761
"dissonância";-3,086;3,086
"discrímen";-12,761;12,761
"difundir";-12,761;12,761
"deslocar";-8,1;8,1
"cristão";1,093;-1,093
"corrida";-11,87;11,87
"corbo";-1,78;1,78
"convencer";0,616;-0,616
"contestação";-0,35;0,35
"coincidência";0,949;-0,949
"cogente";-12,761;12,761
"cautelarmente";0,003;-0,003
"burocracia";-12,464;12,464
"bruto";-10,298;10,298
"atentado";-12,464;12,464
"apor";1,552;-1,552
"alice";0,02;-0,02
"agendar";0,003;-0,003
"adiro";6,762;-6,762
"abradee";43,045;-43,045
"wwf";-2,077;2,077
"vivian";0,186;-0,186
"universalidade";-12,464;12,464
"terrorismo";-11,87;11,87
"televisão";-7,249;7,249
"separar";-12,464;12,464
"repressivo";-9,711;9,711
"reportagem";-11,573;11,573
"reafirmação";14,573;-14,573
"pé";-9,125;9,125
"protesto";-7,249;7,249
"proporcionalmente";-12,464;12,464
"preferir";-11,573;11,573
"precariedade";-12,464;12,464
"palmar";-7,249;7,249
"ofensivo";-7,815;7,815
"oeste";-6,125;6,125
"novidade";-12,167;12,167
"novel";-5,629;5,629
"narrado";-5,896;5,896
"mjsp";-11,87;11,87
"lxxviii";0,021;-0,021
"loteamento";-2,623;2,623
"limitador";-9,711;9,711
"julg";97,811;-97,811
"isonômica";-12,464;12,464
"intolerância";-12,167;12,167
"insatisfatório";-10,005;10,005
"injustificável";-7,249;7,249
"independer";-5,896;5,896
"imunizantes";-12,464;12,464
"impresso";-12,464;12,464
"human";-4,764;4,764
"gradativo";-10,005;10,005
"francês";-10,683;10,683
"exibir";-9,711;9,711
"escassez";-12,464;12,464
"entorpecente";-12,464;12,464
"documental";-5,896;5,896
"dialogar";-0,995;0,995
"desvirtuar";-12,464;12,464
"descontrolo";-9,418;9,418
"desconhecido";-12,464;12,464
"descarte";-12,464;12,464
"democraticamente";-12,464;12,464
"correa";13,483;-13,483
"convidar";-11,573;11,573
"contraposição";-2,868;2,868
"coletivamente";-0,919;0,919
"casamento";-9,125;9,125
"cambridge";-5,292;5,292
"bebida";1,485;-1,485
"anomia";-7,532;7,532
"amaro";13,974;-13,974
"alimentício";-5,363;5,363
"acatar";0,771;-0,771
"2o";-0,656;0,656
"álcool";-8,539;8,539
"áfrica";-11,87;11,87
"visual";-9,711;9,711
"und";-5,044;5,044
"toada";-0,02;0,02
"sal";-3,761;3,761
"sacrifício";-7,249;7,249
"remover";-9,711;9,711
"prudente";-7,532;7,532
"pretenso";0,169;-0,169
"preparatório";-11,87;11,87
"pbtur";17,861;-17,861
"oxigênio";-11,87;11,87
"ongs";-11,276;11,276
"nitidamente";-9,711;9,711
"mistura";-12,167;12,167
"itaqui";9,622;-9,622
"introduzido";-7,532;7,532
"infra";-11,276;11,276
"indistintamente";-12,167;12,167
"incra";-9,418;9,418
"havido";0,053;-0,053
"fuga";-9,418;9,418
"frequentar";-12,167;12,167
"empresário";-11,87;11,87
"elementar";-4,003;4,003
"desnecessidade";-1,408;1,408
"derechos";-0,89;0,89
"denise";-0,89;0,89
"convergente";6,058;-6,058
"convencimento";-4,003;4,003
"cna";34,082;-34,082
"chance";-11,87;11,87
"balizar";-12,167;12,167
"aventar";22,019;-22,019
"aquisitivo";-11,87;11,87
"aperfeiçoar";-12,167;12,167
"antunes";-5,917;5,917
"alienação";-5,363;5,363
"against";-9,199;9,199
"xxx";-11,87;11,87
"véspera";-3,761;3,761
"visualizar";-7,249;7,249
"viger";-3,761;3,761
"ufmg";-2,67;2,67
"thomas";-9,199;9,199
"telefone";-11,573;11,573
"sylvia";-9,792;9,792
"substitutivo";-0,072;0,072
"siconv";-0,003;0,003
"salvaguardar";-9,418;9,418
"russo";4,154;-4,154
"retroatividade";-6,685;6,685
"repetitivo";2,766;-2,766
"rateio";-9,418;9,418
"pátria";-9,418;9,418
"progressivamente";-11,87;11,87
"process";0,026;-0,026
"prender";-10,98;10,98
"premiar";-6,967;6,967
"perenização";-9,418;9,418
"palestra";-3,055;3,055
"pacheco";-0,155;0,155
"mistério";-11,87;11,87
"michel";-9,792;9,792
"levi";4,272;-4,272
"lamentavelmente";-11,87;11,87
"journal";-5,044;5,044
"jacarezinho";-3,287;3,287
"ineficácia";1,15;-1,15
"indesejado";-7,249;7,249
"impenhorabilidade";-9,418;9,418
"horta";-11,87;11,87
"ha";-2,165;2,165
"gab";-2,237;2,237
"formulário";-10,683;10,683
"fgts";-8,832;8,832
"externa";-9,418;9,418
"explicitação";-3,761;3,761
"experimentar";-9,418;9,418
"expendidos";61,6;-61,6
"escriturar";-11,87;11,87
"envergadura";-3,761;3,761
"ensinamento";-5,363;5,363
"engano";-2,443;2,443
"encarcerar";-11,87;11,87
"dpu";-0,995;0,995
"distorção";-11,87;11,87
"desdobrar";-7,249;7,249
"desconstituição";13,745;-13,745
"dejt";0,984;-0,984
"cárcere";-11,87;11,87
"criminalização";-7,249;7,249
"centrar";-5,099;5,099
"cc";-0,164;0,164
"benéfico";-11,87;11,87
"barragem";-5,016;5,016
"at";-1,965;1,965
"arquivar";-0,538;0,538
"aquecimento";-11,276;11,276
"app";-6,497;6,497
"aposição";-3,287;3,287
"apartar";-5,363;5,363
"alertar";-11,276;11,276
"acessibilidade";-5,363;5,363
"xxxii";-9,125;9,125
"xxv";-11,573;11,573
"verter";-3,523;3,523
"vasto";-3,523;3,523
"sine";-6,497;6,497
"silvestre";-6,685;6,685
"semestral";-10,98;10,98
"rp9";-4,318;4,318
"rey";-9,125;9,125
"repudiar";-11,573;11,573
"renunciar";-10,98;10,98
"remanescer";0,001;-0,001
"reformar";26,412;-26,412
"reembolsável";-8,308;8,308
"recorte";-2,237;2,237
"profundidade";3,747;-3,747
"profundamente";-9,125;9,125
"performance";-4,742;4,742
"parabenizar";17,003;-17,003
"padronizar";-6,967;6,967
"outrora";-3,523;3,523
"ouro";-4,451;4,451
"orientado";-10,98;10,98
"navegante";10,894;-10,894
"mototaxistas";-7,662;7,662
"mortalidade";-11,573;11,573
"mitigado";-5,099;5,099
"michael";-3,56;3,56
"mgs";0,001;-0,001
"macapá";1,673;-1,673
"lxxiv";-6,967;6,967
"licitude";-0,072;0,072
"legiferante";-9,125;9,125
"isonômico";-9,125;9,125
"isentar";-11,573;11,573
"inflação";-11,573;11,573
"idh";-7,662;7,662
"frontal";-0,124;0,124
"frederico";-0,586;0,586
"findar";-0,538;0,538
"eximir";-3,523;3,523
"esquecer";-8,832;8,832
"embaraço";-11,573;11,573
"eci";-4,062;4,062
"dl";2,044;-2,044
"descobrir";-11,573;11,573
"democracy";-4,192;4,192
"decisum";70,846;-70,846
"coronavirus";-2,67;2,67
"convergir";-1,242;1,242
"contrariamente";5,368;-5,368
"constitucionalização";-11,573;11,573
"consignei";0,627;-0,627
"começo";-0,428;0,428
"coalizão";-3,137;3,137
"chuva";-11,276;11,276
"casal";-6,497;6,497
"captação";-11,573;11,573
"cadáver";-11,573;11,573
"banalizar";-0,052;0,052
"autocomposição";-9,125;9,125
"anup";9,491;-9,491
"anulado";-3,523;3,523
"anti";-11,573;11,573
"anp";-0,4;0,4
"anotação";-0,538;0,538
"anatel";-9,125;9,125
"agespisa";-0,329;0,329
"acentuadamente";91,408;-91,408
"absurdo";-11,573;11,573
"verossimilhança";0,044;-0,044
"uniao";-1,78;1,78
"tro";85,858;-85,858
"totum";22,591;-22,591
"testemunhar";-10,98;10,98
"temor";-10,98;10,98
"sopesar";-11,276;11,276
"seriar";-5,637;5,637
"satisfatoriamente";-1,083;1,083
"resgatar";-6,685;6,685
"recomendado";-11,276;11,276
"recife";-0,264;0,264
"receptor";-11,276;11,276
"ra";0,134;-0,134
"psd";25,593;-25,593
"provocado";-6,404;6,404
"probidade";-4,837;4,837
"preparação";-8,246;8,246
"pc";0,862;-0,862
"patrocinar";-8,832;8,832
"oswaldo";-10,386;10,386
"oficialmente";-10,98;10,98
"mudo";-5,846;5,846
"monitoração";-10,089;10,089
"meirelles";0,984;-0,984
"ltr";-11,276;11,276
"louvável";-4,576;4,576
"letivo";-10,683;10,683
"leandro";0,01;-0,01
"julgá";61,511;-61,511
"infralegais";-3,287;3,287
"inefetividade";10,291;-10,291
"holmes";-4,576;4,576
"hesse";-10,683;10,683
"hely";0,984;-0,984
"heleno";-5,628;5,628
"ghtml";-2,67;2,67
"fundamentadamente";-8,832;8,832
"feliz";-10,683;10,683
"estipulação";-8,832;8,832
"erosão";-10,683;10,683
"ensaio";-7,37;7,37
"elo";1,673;-1,673
"die";-0,706;0,706
"desejo";-2,036;2,036
"césar";-7,37;7,37
"creche";-10,98;10,98
"contraste";-6,685;6,685
"consultar";-0,428;0,428
"comprovadamente";-3,287;3,287
"comorbidades";-10,089;10,089
"colidir";-11,276;11,276
"colegialidade";15,844;-15,844
"cognoscibilidade";58,466;-58,466
"cláudio";-0,704;0,704
"cliente";-10,683;10,683
"circunscrição";-10,98;10,98
"chegada";-10,683;10,683
"braço";-11,276;11,276
"bittencourt";-2,967;2,967
"bilhete";-10,98;10,98
"arruda";-0,175;0,175
"anuência";-8,832;8,832
"antifascista";-9,792;9,792
"ambiência";-2,036;2,036
"agudo";-8,246;8,246
"agressor";-10,98;10,98
"adicionar";-11,276;11,276
"ada";3,443;-3,443
"votante";-10,386;10,386
"ventilado";0,044;-0,044
"sombra";-10,089;10,089
"som";-10,683;10,683
"scaletsky";18,934;-18,934
"repouso";-10,98;10,98
"reclamante";0,008;-0,008
"rato";-1,896;1,896
"quiçá";-4,576;4,576
"quilômetro";-10,089;10,089
"pietro";-10,683;10,683
"parceiro";-10,089;10,089
"op";-3,308;3,308
"nov";-2,235;2,235
"mucurici";29,885;-29,885
"modesto";-4,477;4,477
"lucio";-0,052;0,052
"james";-6,231;6,231
"interino";-10,386;10,386
"inq";44,25;-44,25
"informador";-10,98;10,98
"inação";-4,318;4,318
"impregnar";-1,84;1,84
"hans";-8,308;8,308
"gracioso";-0,931;0,931
"garimpo";-4,576;4,576
"flagrantemente";-1,65;1,65
"fabricante";-6,497;6,497
"expropriação";-6,404;6,404
"ditar";-10,98;10,98
"dispêndio";-6,404;6,404
"desejável";-4,576;4,576
"desarmamento";-4,576;4,576
"cúpula";-6,125;6,125
"cpmi";-10,089;10,089
"corporação";-10,98;10,98
"contributivo";-6,404;6,404
"conscientização";-10,98;10,98
"congressual";-8,539;8,539
"computar";-2,381;2,381
"colégio";-1,465;1,465
"citação";-4,576;4,576
"bloquear";-0,788;0,788
"balanço";-8,605;8,605
"azar";-6,404;6,404
"axiológico";-10,98;10,98
"ataliba";-10,683;10,683
"alterado";-8,539;8,539
"alinhamento";-8,539;8,539
"aeronáutica";-5,292;5,292
"aclaratórios";71,05;-71,05
"5o";-5,568;5,568
"venezuela";-5,339;5,339
"temporariedade";-10,386;10,386
"sabido";-0,788;0,788
"reposição";-10,683;10,683
"reedição";-5,568;5,568
"proliferação";-10,683;10,683
"pretório";-0,241;0,241
"precioso";-0,788;0,788
"prata";-1,187;1,187
"possessório";-7,954;7,954
"persistência";-6,125;6,125
"paixão";-10,386;10,386
"painel";-8,605;8,605
"negativamente";-6,125;6,125
"natalia";0,129;-0,129
"mercosul";0,249;-0,249
"mauro";7,885;-7,885
"matheus";-3,264;3,264
"materialidade";-8,246;8,246
"marginal";-5,568;5,568
"marcus";0,129;-0,129
"marcha";-6,125;6,125
"marcante";-8,308;8,308
"itália";-10,386;10,386
"italiano";-8,605;8,605
"intimamente";-5,292;5,292
"intergeracional";-0,653;0,653
"indiscutível";-8,246;8,246
"impulsionar";-10,386;10,386
"impetrante";-3,808;3,808
"html";-2,077;2,077
"hostilizar";-0,009;0,009
"homenagear";-4,318;4,318
"hiv";-6,528;6,528
"heterogeneidade";2,23;-2,23
"hamilton";-7,954;7,954
"gerenciar";-10,683;10,683
"genético";-7,418;7,418
"fusão";-2,826;2,826
"fundacional";-10,683;10,683
"frustrado";-6,125;6,125
"foz";16,594;-16,594
"flexão";-7,954;7,954
"filtragem";-4,318;4,318
"extemporâneo";15,01;-15,01
"escapar";-6,125;6,125
"erradicação";-10,386;10,386
"equacionamento";-2,826;2,826
"endereçar";-2,826;2,826
"encontrado";-8,246;8,246
"embasamento";-7,662;7,662
"elucidação";-8,246;8,246
"dividendo";-10,089;10,089
"desmonte";-8,246;8,246
"desfavorável";0,092;-0,092
"desencadear";-8,246;8,246
"defensivo";-8,246;8,246
"dedução";-0,241;0,241
"continental";-9,495;9,495
"consignado";-4,318;4,318
"comungar";-0,241;0,241
"colisão";-10,386;10,386
"colheita";-6,125;6,125
"cisão";20,999;-20,999
"caucaia";12,504;-12,504
"canto";-2,373;2,373
"brk";0,092;-0,092
"bingo";-4,062;4,062
"ater";-6,125;6,125
"aprofundar";-7,954;7,954
"américo";2,615;-2,615
"aditar";15,01;-15,01
"academia";-8,012;8,012
"absolutório";-4,47;4,47
"abrupto";-10,386;10,386
"wilson";-2,784;2,784
"variante";-8,902;8,902
"valoração";-7,954;7,954
"usufruir";-10,386;10,386
"trágico";-9,495;9,495
"tropical";-7,121;7,121
"trajetória";-10,089;10,089
"tcm";-5,016;5,016
"suplementação";-10,386;10,386
"sobremaneira";-7,954;7,954
"san";-9,199;9,199
"saes";-2,373;2,373
"revisitar";-1,117;1,117
"resgate";-10,089;10,089
"raiz";-10,386;10,386
"protagonismo";-10,386;10,386
"propugnar";-0,164;0,164
"postulação";7,919;-7,919
"poste";-7,079;7,079
"politicamente";-10,386;10,386
"pardo";-8,308;8,308
"pandêmico";-7,954;7,954
"ntu";17,861;-17,861
"mprj";-8,012;8,012
"modificado";-7,954;7,954
"melhora";-10,089;10,089
"ley";13,605;-13,605
"kaufmann";6,158;-6,158
"karl";-9,792;9,792
"javari";-2,371;2,371
"invalidação";-1,465;1,465
"international";-0,175;0,175
"ineficiente";-2,381;2,381
"indigenista";-6,528;6,528
"habitat";-10,089;10,089
"gastar";-5,917;5,917
"gasolina";-10,089;10,089
"froes";2,501;-2,501
"free";-5,934;5,934
"fiscalizador";-4,062;4,062
"exportador";4,985;-4,985
"estigma";-10,386;10,386
"equilibrar";-9,792;9,792
"embarcação";-10,386;10,386
"educar";-10,386;10,386
"eclosão";13,096;-13,096
"duro";-10,386;10,386
"down";6,252;-6,252
"diariamente";-10,386;10,386
"desacerto";1,45;-1,45
"deflui";-1,465;1,465
"convalidar";-1,288;1,288
"contravenção";-9,495;9,495
"contornar";0,008;-0,008
"consabido";0,643;-0,643
"compreensível";-10,386;10,386
"chamamento";-10,386;10,386
"ava";46,765;-46,765
"ativismo";-7,662;7,662
"assolar";-7,954;7,954
"artifício";-9,495;9,495
"ambulatorial";-10,089;10,089
"alicerce";-7,954;7,954
"agregado";-7,954;7,954
"acomodação";-7,954;7,954
"abolir";-7,954;7,954
"xlix";-7,662;7,662
"veterinário";-5,568;5,568
"traçado";-3,808;3,808
"transmudar";-2,381;2,381
"theory";-3,264;3,264
"telles";4,658;-4,658
"subvenção";-10,089;10,089
"substancioso";11,268;-11,268
"sofisticado";-10,089;10,089
"singelo";-2,381;2,381
"semeadura";-5,292;5,292
"ritual";-5,292;5,292
"reter";-5,568;5,568
"regularizar";-5,292;5,292
"radiocomunicação";-2,165;2,165
"promessa";-7,079;7,079
"professar";-9,199;9,199
"prezar";0,361;-0,361
"preventivamente";0,035;-0,035
"persecutório";-7,662;7,662
"patrício";-4,477;4,477
"pandêmica";-5,568;5,568
"padecer";-1,288;1,288
"pacificar";4,545;-4,545
"oriente";-7,121;7,121
"opressão";-9,495;9,495
"octávio";83,251;-83,251
"nordeste";-10,089;10,089
"naturalização";-10,089;10,089
"méxico";-5,628;5,628
"márcia";-5,934;5,934
"migração";-7,662;7,662
"locus";-0,528;0,528
"licitar";-9,495;9,495
"layout";-9,199;9,199
"jornalista";-9,792;9,792
"inventário";-9,792;9,792
"intolerável";-7,662;7,662
"internamente";-10,089;10,089
"instante";-7,079;7,079
"inglaterra";-9,792;9,792
"infracional";-10,089;10,089
"inextensíveis";-10,089;10,089
"inerte";-7,662;7,662
"gerencial";-7,662;7,662
"foto";-9,792;9,792
"flexibilidade";-5,568;5,568
"exsurgir";-5,568;5,568
"exprimir";-2,381;2,381
"executório";-1,288;1,288
"empréstimo";-7,662;7,662
"efêmero";-1,288;1,288
"desprezar";-10,089;10,089
"desfecho";0,499;-0,499
"descartar";-10,089;10,089
"depen";-5,917;5,917
"denegar";0,008;-0,008
"demonstrativo";-10,089;10,089
"demasiado";-7,662;7,662
"coração";-10,089;10,089
"coord";-8,902;8,902
"conversar";-7,662;7,662
"consultor";-2,12;2,12
"chancela";-1,288;1,288
"cercear";-10,089;10,089
"celetistas";-3,808;3,808
"caribe";-3,857;3,857
"caracterizador";0,822;-0,822
"calor";-9,495;9,495
"brigada";-7,121;7,121
"baixar";-5,568;5,568
"autoral";0,249;-0,249
"artesanal";-8,012;8,012
"arrolar";-1,288;1,288
"aquém";-9,792;9,792
"animar";-3,808;3,808
"analítico";0,249;-0,249
"albuquerque";9,351;-9,351
"adamente";99,321;-99,321
"zumbi";-4,47;4,47
"victim";-1,187;1,187
"usina";-3,557;3,557
"uno";-0,047;0,047
"transnacional";-8,902;8,902
"tpi";91,109;-91,109
"terror";-9,495;9,495
"subversão";-9,792;9,792
"segov";-7,37;7,37
"ré";-9,792;9,792
"rematrícula";-3,557;3,557
"prolongado";-7,079;7,079
"preocupado";-9,495;9,495
"poluidor";-9,792;9,792
"periodicamente";-9,792;9,792
"pendência";22,52;-22,52
"paul";-8,308;8,308
"paranaguá";8,338;-8,338
"parametricidade";-3,557;3,557
"otero";-2,077;2,077
"ormay";10,112;-10,112
"orar";17,861;-17,861
"necropsia";-9,792;9,792
"narrativa";-3,557;3,557
"minar";-9,792;9,792
"marítimo";-9,495;9,495
"marcado";-7,37;7,37
"madri";-6,528;6,528
"judicante";-5,292;5,292
"inversão";-3,557;3,557
"intromissão";-9,495;9,495
"intransponível";-0,018;0,018
"inquirição";-9,792;9,792
"inidôneo";58,472;-58,472
"indissociável";-9,495;9,495
"galuppo";27,797;-27,797
"forca";-3,56;3,56
"ferroviário";-7,37;7,37
"fazendário";1,031;-1,031
"falecimento";-7,079;7,079
"fabricação";-9,792;9,792
"exponencial";-7,37;7,37
"eugênio";-1,965;1,965
"errado";-4,47;4,47
"empreendedor";-9,199;9,199
"emendar";-1,117;1,117
"elucidar";-3,308;3,308
"eg";-2,165;2,165
"droit";-6,824;6,824
"diferir";-3,557;3,557
"desastre";-8,902;8,902
"delituoso";-7,37;7,37
"cômputo";-9,792;9,792
"cspb";20,715;-20,715
"cotejar";-0,052;0,052
"contran";-5,016;5,016
"contrair";-7,37;7,37
"contextual";-5,016;5,016
"consideravelmente";-3,557;3,557
"conforto";-5,016;5,016
"confissão";-9,199;9,199
"confessar";-0,052;0,052
"concomitantemente";-7,37;7,37
"conclusivo";-1,117;1,117
"colaborador";-2,165;2,165
"coação";-7,37;7,37
"cimento";-0,138;0,138
"cessão";-5,016;5,016
"católico";-0,033;0,033
"casimiro";-3,264;3,264
"carne";4,272;-4,272
"capitar";-8,308;8,308
"bonavides";-1,699;1,699
"belém";-5,637;5,637
"beleza";-0,393;0,393
"atricon";55,744;-55,744
"angela";-0,89;0,89
"amendment";-2,67;2,67
"acepção";-9,495;9,495
"abrampa";-0,775;0,775
"abag";8,338;-8,338
"xliv";-3,063;3,063
"walter";-1,439;1,439
"visível";-9,495;9,495
"visibilidade";-8,605;8,605
"verfassungsbeschwerde";-9,495;9,495
"valorar";-6,788;6,788
"uniformizar";-0,018;0,018
"trotta";-0,89;0,89
"transcurso";-4,742;4,742
"teresina";10,36;-10,36
"tempestivamente";20,2;-20,2
"temerário";-5,016;5,016
"tac";-9,199;9,199
"síndroma";0,001;-0,001
"supletivo";-7,079;7,079
"streck";-8,605;8,605
"somatório";-7,079;7,079
"sobrestamento";16,594;-16,594
"sintonia";-9,495;9,495
"sintoma";-4,199;4,199
"signo";-9,495;9,495
"segregação";-9,495;9,495
"reprodutivo";-6,824;6,824
"repisar";5,712;-5,712
"quadrado";-8,605;8,605
"programar";-9,495;9,495
"processualmente";24,161;-24,161
"pni";-9,199;9,199
"periculosidade";-6,788;6,788
"ordenado";-9,495;9,495
"míngua";-3,308;3,308
"márcio";0,372;-0,372
"mpf";-9,495;9,495
"morro";-8,902;8,902
"metodológico";-3,308;3,308
"mary";-2,077;2,077
"madrid";-5,341;5,341
"macular";-5,016;5,016
"lvii";-3,308;3,308
"locatário";-9,495;9,495
"insculpido";-3,308;3,308
"indeferi";35,367;-35,367
"incognoscibilidade";49,277;-49,277
"graduação";-6,788;6,788
"geografia";-4,742;4,742
"fotográfico";-9,495;9,495
"finalística";-5,016;5,016
"ferimento";-2,821;2,821
"exercê";-5,016;5,016
"ento";4,404;-4,404
"endossar";14,508;-14,508
"eco";-5,051;5,051
"dominar";-9,495;9,495
"diversamente";-0,955;0,955
"desfazer";-0,955;0,955
"descontingenciamento";-9,495;9,495
"cândido";-9,495;9,495
"convencionalidade";-5,917;5,917
"conquistar";-9,199;9,199
"conder";-0,002;0,002
"comício";-9,495;9,495
"casado";-4,47;4,47
"califórnia";-8,902;8,902
"banca";-6,788;6,788
"atletismo";0,01;-0,01
"armamento";-9,199;9,199
"anonimato";-9,495;9,495
"alonso";-0,89;0,89
"abreu";0,411;-0,411
"abrasco";-6,231;6,231
"abiec";46,146;-46,146
"úmido";-7,715;7,715
"xeque";-9,199;9,199
"vasconcellos";6,67;-6,67
"unitário";-6,497;6,497
"unicidade";-8,902;8,902
"ultimar";-2,878;2,878
"toxicológico";-9,199;9,199
"torná";-9,199;9,199
"tj";37,758;-37,758
"subnacional";-6,788;6,788
"statement";-8,308;8,308
"sobressair";-4,742;4,742
"sites";-4,451;4,451
